fusionTranscriptID	fusionGeneID	breakpointID	strand1	strand2	site1	site2	type	confidence	sampleID	toolID
ALG12::ZBED4__22:49904205-22:49889484	ALG12::ZBED4	22:49904205-22:49889484	-	-	CDS	3'UTR	deletion/read-through/5'-5'	low	TCGA-E2-A15K	Arriba
TWIST1::HDAC9__7:19055344-7:19001250	TWIST1::HDAC9	7:19055344-7:19001250	-	-	intron	3'UTR	deletion/read-through/5'-5'	low	TCGA-E2-A15K	Arriba
DUXAP9::CR383656.6__14:19092930-14:18614497	DUXAP9::CR383656.6	14:19092930-14:18614497	+	+	exon	exon	duplication	low	TCGA-E2-A15K	Arriba
CTSC::RAB38__11:88290463-11:88175240	CTSC::RAB38	11:88290463-11:88175240	-	-	3'UTR	CDS	deletion/read-through	low	TCGA-E2-A15K	Arriba
VTI1A::AL158212.4(21206),AL158212.1(35075)__10:112815921-10:112853660	VTI1A::AL158212.4(21206),AL158212.1(35075)	10:112815921-10:112853660	+	+	3'UTR	intergenic	deletion/read-through	low	TCGA-E2-A15K	Arriba
AC107918.4::AC079781.2(14587),AC079781.4(5071)__8:12008949-7:97923011	AC107918.4::AC079781.2(14587),AC079781.4(5071)	8:12008949-7:97923011	-	-	exon	intergenic	translocation	low	TCGA-E2-A15K	Arriba
CNN2::PPP1R12C__19:1032824-19:55104121	CNN2::PPP1R12C	19:1032824-19:55104121	+	-	3'UTR	intron	inversion	low	TCGA-E2-A15K	Arriba
DCAF16::RABL6__4:17801137-9:136816671	DCAF16::RABL6	4:17801137-9:136816671	.	.	3'UTR	intron	translocation	low	TCGA-E2-A15K	Arriba
GUSBP4::GUSBP13(54871),CDH12P2(9466)__6:57919407-5:69975738	GUSBP4::GUSBP13(54871),CDH12P2(9466)	6:57919407-5:69975738	-	+	intergenic	intergenic	translocation	medium	TCGA-E2-A15M	Arriba
AC004899.1::DUSP14__7:48847922-17:37510679	AC004899.1::DUSP14	7:48847922-17:37510679	-	+	exon	5'UTR/splice-site	translocation	medium	TCGA-E2-A15M	Arriba
PCDHGA4::PCDHGA8__5:141357466-5:141415581	PCDHGA4::PCDHGA8	5:141357466-5:141415581	+	+	CDS	intron	deletion/read-through	low	TCGA-E2-A15M	Arriba
INMT::MINDY4__7:30753939-7:30778445	INMT::MINDY4	7:30753939-7:30778445	+	+	intron	CDS	deletion/read-through	low	TCGA-E2-A15M	Arriba
CD99P1::CD99__X:2623414-X:2711578	CD99P1::CD99	X:2623414-X:2711578	+	+	exon	intron	deletion/read-through	low	TCGA-E2-A15M	Arriba
POLA2::CDC42EP2__11:65295991-11:65320554	POLA2::CDC42EP2	11:65295991-11:65320554	+	+	3'UTR	5'UTR	deletion/read-through	low	TCGA-E2-A15M	Arriba
SMN2::NAIPP2__5:70071380-5:70120302	SMN2::NAIPP2	5:70071380-5:70120302	+	+	3'UTR	intron	deletion/read-through/5'-5'	low	TCGA-E2-A15M	Arriba
NPIPP1::AC009060.2(1038),SMG1P7(16077)__16:15104670-16:70203497	NPIPP1::AC009060.2(1038),SMG1P7(16077)	16:15104670-16:70203497	-	-	exon	intergenic	duplication	low	TCGA-E2-A15M	Arriba
MRPS31::TPTE2P5__13:40766970-13:40821569	MRPS31::TPTE2P5	13:40766970-13:40821569	-	-	CDS	intron	deletion/read-through	low	TCGA-E2-A15M	Arriba
MTERF1::AC079760.1__7:91614438-7:91380867	MTERF1::AC079760.1	7:91614438-7:91380867	-	-	intergenic	exon/splice-site	deletion/read-through	low	TCGA-E2-A15M	Arriba
ANKRD20A4P::CYP4F25P(2477),CR769776.1(4065)__9:64397738-9:64468975	ANKRD20A4P::CYP4F25P(2477),CR769776.1(4065)	9:64397738-9:64468975	+	+	CDS	intergenic	deletion/read-through	low	TCGA-E2-A15M	Arriba
POLR2J3::UPK3BL2(6296),SPDYE2(1087)__7:102564098-7:102550145	POLR2J3::UPK3BL2(6296),SPDYE2(1087)	7:102564098-7:102550145	-	-	3'UTR	intergenic	deletion/read-through	low	TCGA-E2-A1BC	Arriba
MED8::ELOVL1__1:43385078-1:43365624	MED8::ELOVL1	1:43385078-1:43365624	-	-	CDS	intron	deletion/read-through	low	TCGA-E2-A1BC	Arriba
NR2F2::AC087477.2__15:96337867-15:96390302	NR2F2::AC087477.2	15:96337867-15:96390302	+	+	3'UTR	exon	deletion/read-through	low	TCGA-E2-A1BC	Arriba
FASTKD2::AC008269.1__2:206786864-2:206810094	FASTKD2::AC008269.1	2:206786864-2:206810094	+	+	CDS	intron	deletion/read-through	low	TCGA-E2-A1BC	Arriba
RMND5A::ANAPC1P2__2:86741001-2:87052935	RMND5A::ANAPC1P2	2:86741001-2:87052935	+	-	CDS	exon	inversion	low	TCGA-E2-A1BC	Arriba
EEF1AKMT2::FAM53B__10:124760317-10:124706820	EEF1AKMT2::FAM53B	10:124760317-10:124706820	-	-	3'UTR	5'UTR	deletion/read-through	low	TCGA-E2-A1BC	Arriba
FOXO1::LINC00598__13:40560261-13:40535416	FOXO1::LINC00598	13:40560261-13:40535416	-	-	CDS	intron	deletion/read-through	low	TCGA-E2-A1BC	Arriba
CLN3::NPIPB6__16:28476282-16:28353013	CLN3::NPIPB6	16:28476282-16:28353013	-	-	3'UTR	CDS	deletion/read-through	low	TCGA-E2-A1BC	Arriba
SLC25A51::EXOSC3__9:37881553-9:37798731	SLC25A51::EXOSC3	9:37881553-9:37798731	-	-	exon	intron	deletion/read-through	low	TCGA-E2-A1BC	Arriba
MRPS27::PPFIA1__5:72228266-11:70354301	MRPS27::PPFIA1	5:72228266-11:70354301	-	+	CDS/splice-site	CDS/splice-site	translocation	low	TCGA-E2-A1BC	Arriba
GUSBP4::GUSBP13(3659),CDH12P2(60678)__6:57919407-5:69924526	GUSBP4::GUSBP13(3659),CDH12P2(60678)	6:57919407-5:69924526	-	+	intergenic	intergenic	translocation	medium	TCGA-E2-A1IG	Arriba
AC008738.7::LRP3__19:33063115-19:33207062	AC008738.7::LRP3	19:33063115-19:33207062	.	.	intergenic	CDS	inversion/3'-3'	medium	TCGA-E2-A1IG	Arriba
AC004980.2::POMZP3__7:76650432-7:76626216	AC004980.2::POMZP3	7:76650432-7:76626216	-	-	exon	intron	deletion/read-through	low	TCGA-E2-A1IG	Arriba
FAM86B2(10865),ENPP7P6(805)::AF228730.5__8:12447208-8:7152766	FAM86B2(10865),ENPP7P6(805)::AF228730.5	8:12447208-8:7152766	+	+	intergenic	exon	duplication	low	TCGA-E2-A1IG	Arriba
PPARG::PPARG(15937),TSEN2(34128)__3:12417154-3:12450293	PPARG::PPARG(15937),TSEN2(34128)	3:12417154-3:12450293	+	+	CDS/splice-site	intergenic	deletion/read-through	low	TCGA-E2-A1IG	Arriba
ZSCAN25::CYP3A5__7:99631529-7:99669095	ZSCAN25::CYP3A5	7:99631529-7:99669095	+	+	3'UTR	3'UTR	deletion/read-through/5'-5'	low	TCGA-E2-A1IG	Arriba
AL445665.1::FO082814.1(2749),BMS1P12(33887)__9:64650891-9:65156108	AL445665.1::FO082814.1(2749),BMS1P12(33887)	9:64650891-9:65156108	+	+	exon	intergenic	deletion	low	TCGA-E2-A1IG	Arriba
GUSBP1::CDH12__5:21505515-5:21965657	GUSBP1::CDH12	5:21505515-5:21965657	.	.	intron	intron	deletion/5'-5'	low	TCGA-E2-A1IG	Arriba
AC015911.9::SLFN12L__17:35522394-17:35480134	AC015911.9::SLFN12L	17:35522394-17:35480134	-	-	exon	CDS	deletion/read-through	low	TCGA-E2-A1IG	Arriba
STX16::NPEPL1__20:58673707-20:58691066	STX16::NPEPL1	20:58673707-20:58691066	+	+	CDS	intron	deletion/read-through	low	TCGA-E2-A1IG	Arriba
NR2F2::AC087477.2__15:96337535-15:96393350	NR2F2::AC087477.2	15:96337535-15:96393350	+	+	CDS	exon	deletion/read-through	low	TCGA-E2-A1IG	Arriba
PPP4R3B::RNU6-221P(41356),RNU6-634P(2390)__2:55558926-2:55497560	PPP4R3B::RNU6-221P(41356),RNU6-634P(2390)	2:55558926-2:55497560	-	-	CDS	intergenic	deletion/read-through	low	TCGA-E2-A1IG	Arriba
HOXC6::HOXC4__12:54017334-12:54047804	HOXC6::HOXC4	12:54017334-12:54047804	+	+	5'UTR	exon	deletion/read-through	low	TCGA-E2-A1IG	Arriba
KANSL1::DND1P1__17:46152928-17:45586819	KANSL1::DND1P1	17:46152928-17:45586819	-	-	exon	exon	deletion/5'-5'	low	TCGA-E2-A1IG	Arriba
PCDHA11::PCDHAC2__5:140871494-5:140978958	PCDHA11::PCDHAC2	5:140871494-5:140978958	+	+	CDS	CDS	deletion/read-through	low	TCGA-E2-A1IG	Arriba
VWF::PHC2__12:6000732-1:33416419	VWF::PHC2	12:6000732-1:33416419	-	-	intron	intron	translocation	low	TCGA-E2-A1IG	Arriba
NTRK2::EPB41L2__9:84745073-6:130956499	NTRK2::EPB41L2	9:84745073-6:130956499	+	-	CDS/splice-site	5'UTR/splice-site	translocation	low	TCGA-E2-A1IG	Arriba
ITGB6::RBMS1__2:160169212-2:160278658	ITGB6::RBMS1	2:160169212-2:160278658	-	-	CDS/splice-site	CDS/splice-site	duplication	high	TCGA-E2-A1L7	Arriba
LINC01967::AZI2__3:28012945-3:28326427	LINC01967::AZI2	3:28012945-3:28326427	.	.	intron	intron	inversion/5'-5'	medium	TCGA-E2-A1L7	Arriba
AL158835.1::EDRF1-DT__10:125917871-10:125719431	AL158835.1::EDRF1-DT	10:125917871-10:125719431	+	-	intergenic	exon	inversion	medium	TCGA-E2-A1L7	Arriba
PDZRN3::RNU6-1270P(75586),PDZRN3(64949)__3:73433684-3:73317482	PDZRN3::RNU6-1270P(75586),PDZRN3(64949)	3:73433684-3:73317482	-	-	CDS	intergenic	deletion/read-through	low	TCGA-E2-A1L7	Arriba
TNFAIP8(27822),RNA5SP190(18206)::HSD17B4__5:119427510-5:119456315	TNFAIP8(27822),RNA5SP190(18206)::HSD17B4	5:119427510-5:119456315	+	+	intergenic	CDS/splice-site	deletion/read-through	low	TCGA-E2-A1L7	Arriba
CYTOR::AC083899.1__2:87606711-2:87125197	CYTOR::AC083899.1	2:87606711-2:87125197	+	+	exon	intergenic	duplication	low	TCGA-E2-A1L7	Arriba
CECR7::IL17RA__22:17047401-22:17097832	CECR7::IL17RA	22:17047401-22:17097832	+	+	exon	CDS	deletion/read-through	low	TCGA-E2-A1L7	Arriba
ARL17A::AC091132.4__17:46517201-17:45545900	ARL17A::AC091132.4	17:46517201-17:45545900	-	+	CDS	exon	inversion	low	TCGA-E2-A1L7	Arriba
LYRM9::NOS2(54475),AC005697.2(19641)__17:27880274-17:27855004	LYRM9::NOS2(54475),AC005697.2(19641)	17:27880274-17:27855004	-	-	CDS/splice-site	intergenic	deletion/read-through	low	TCGA-E2-A1L7	Arriba
GUSBP1::CDH12__5:21505481-5:21965638	GUSBP1::CDH12	5:21505481-5:21965638	+	+	intron	intron	deletion/5'-5'	low	TCGA-E2-A1L7	Arriba
SIRPA::SIRPB1__20:1915298-20:1611691	SIRPA::SIRPB1	20:1915298-20:1611691	+	-	CDS	CDS	inversion	low	TCGA-E2-A1L7	Arriba
IGSF5::PCP4__21:39793564-21:39898474	IGSF5::PCP4	21:39793564-21:39898474	+	+	CDS	intron	deletion/read-through	low	TCGA-E2-A1L7	Arriba
ZNF559::ZNF177__19:9343749-19:9371623	ZNF559::ZNF177	19:9343749-19:9371623	+	+	3'UTR	5'UTR	deletion/read-through	low	TCGA-E2-A1L7	Arriba
URB1::MIS18A-AS1(3169),MRAP(7656)__21:32316527-21:32284157	URB1::MIS18A-AS1(3169),MRAP(7656)	21:32316527-21:32284157	-	-	CDS	intergenic	deletion/read-through	low	TCGA-E2-A1L7	Arriba
GIMAP2::GIMAP1__7:150685783-7:150719056	GIMAP2::GIMAP1	7:150685783-7:150719056	+	+	5'UTR	CDS	deletion/read-through	low	TCGA-E2-A1L7	Arriba
AC133435.1::FAM153CP__3:141780960-5:178055760	AC133435.1::FAM153CP	3:141780960-5:178055760	.	.	intergenic	exon	translocation	low	TCGA-E2-A1L7	Arriba
ZNF317::OR7D2__19:9163019-19:9179253	ZNF317::OR7D2	19:9163019-19:9179253	+	+	3'UTR	intron	deletion/read-through	low	TCGA-E2-A1L7	Arriba
TDRP::FBXO25__8:492507-8:457101	TDRP::FBXO25	8:492507-8:457101	-	-	CDS	intron	deletion/read-through/5'-5'	low	TCGA-E2-A1L7	Arriba
CCDC18-AS1::CCDC18__1:93318168-1:93232967	CCDC18-AS1::CCDC18	1:93318168-1:93232967	-	-	exon/splice-site	intron	deletion/read-through/5'-5'	low	TCGA-E2-A1L7	Arriba
MIR3141(86965),MIR1303(2739)::LARP1__5:154683037-5:154718107	MIR3141(86965),MIR1303(2739)::LARP1	5:154683037-5:154718107	+	+	intergenic	intron	deletion/read-through	low	TCGA-E2-A1L7	Arriba
LDLR::SMARCA4__19:11107514-19:11065193	LDLR::SMARCA4	19:11107514-19:11065193	+	+	CDS/splice-site	CDS/splice-site	duplication	low	TCGA-E2-A1L7	Arriba
TUBBP5::CACNA1B__9:138150841-9:138105699	TUBBP5::CACNA1B	9:138150841-9:138105699	+	+	intron	CDS/splice-site	duplication	high	TCGA-E2-A1LB	Arriba
TUBBP5::CACNA1B__9:138150308-9:138105699	TUBBP5::CACNA1B	9:138150308-9:138105699	+	+	exon/splice-site	CDS/splice-site	duplication	low	TCGA-E2-A1LB	Arriba
BLMH::VMP1__17:30285388-17:59838295	BLMH::VMP1	17:30285388-17:59838295	-	+	CDS/splice-site	CDS/splice-site	inversion	high	TCGA-E2-A1LB	Arriba
TAOK1::NSRP1__17:29391024-17:30172542	TAOK1::NSRP1	17:29391024-17:30172542	+	+	5'UTR/splice-site	CDS/splice-site	deletion	high	TCGA-E2-A1LB	Arriba
FRG1DP::PARG__20:29101550-10:49969824	FRG1DP::PARG	20:29101550-10:49969824	+	+	exon/splice-site	intron	translocation/5'-5'	high	TCGA-E2-A1LB	Arriba
AC104451.1::AC243829.5__3:17706081-17:36350061	AC104451.1::AC243829.5	3:17706081-17:36350061	-	-	exon	intergenic	translocation	medium	TCGA-E2-A1LB	Arriba
TVP23C::CDRT4__17:15540433-17:15453085	TVP23C::CDRT4	17:15540433-17:15453085	-	-	CDS/splice-site	5'UTR/splice-site	deletion/read-through	low	TCGA-E2-A1LB	Arriba
MT1E::AMFR__16:56627032-16:56418550	MT1E::AMFR	16:56627032-16:56418550	+	+	3'UTR	intron	duplication/5'-5'	low	TCGA-E2-A1LB	Arriba
FAM189A2(15543),APBA1(19431)::APBA1__9:69408101-9:69444122	FAM189A2(15543),APBA1(19431)::APBA1	9:69408101-9:69444122	.	.	intergenic	intron	deletion/read-through	low	TCGA-E2-A1LB	Arriba
MT1E::NLRP7__16:56626970-19:54925702	MT1E::NLRP7	16:56626970-19:54925702	+	+	3'UTR	intron	translocation/5'-5'	low	TCGA-E2-A1LB	Arriba
GUSBP1::CDH12__5:21506901-5:21965641	GUSBP1::CDH12	5:21506901-5:21965641	+	+	intron	intron	deletion/5'-5'	low	TCGA-E2-A1LB	Arriba
AC009113.1::RNVU1-26(23433),RNVU1-2A(4325)__16:89215295-1:144547454	AC009113.1::RNVU1-26(23433),RNVU1-2A(4325)	16:89215295-1:144547454	-	+	exon	intergenic	translocation	low	TCGA-E2-A1LB	Arriba
NPS(89337),AL391005.1(91685)::FOXI2__10:127642877-10:127738191	NPS(89337),AL391005.1(91685)::FOXI2	10:127642877-10:127738191	.	.	intergenic	intron	deletion/read-through	low	TCGA-E2-A1LB	Arriba
SDHAF2::PPP1R32__11:61430182-11:61481782	SDHAF2::PPP1R32	11:61430182-11:61481782	+	+	CDS/splice-site	5'UTR/splice-site	deletion/read-through	low	TCGA-E2-A1LB	Arriba
MSANTD3::TMEFF1__9:100450559-9:100498847	MSANTD3::TMEFF1	9:100450559-9:100498847	+	+	CDS	CDS	deletion/read-through	low	TCGA-E2-A1LB	Arriba
CMTM8::CMTM7__3:32357477-3:32437954	CMTM8::CMTM7	3:32357477-3:32437954	+	+	CDS	intron	deletion/read-through	low	TCGA-E2-A1LB	Arriba
PDXDC2P::AC009053.2(7460),NPIPB15(592)__16:69996431-16:74377286	PDXDC2P::AC009053.2(7460),NPIPB15(592)	16:69996431-16:74377286	-	+	intergenic	intergenic	inversion	low	TCGA-E2-A1LB	Arriba
FAM85B::AF228730.5__8:8217702-8:7152798	FAM85B::AF228730.5	8:8217702-8:7152798	-	+	intron	exon	inversion	low	TCGA-E2-A1LB	Arriba
MUC20::AC024560.5__3:195729695-3:197667005	MUC20::AC024560.5	3:195729695-3:197667005	+	-	CDS	intron	inversion/3'-3'	low	TCGA-E2-A1LB	Arriba
IGSF5::IGSF5(62820),PCP4(2522)__21:39801329-21:39864916	IGSF5::IGSF5(62820),PCP4(2522)	21:39801329-21:39864916	+	+	CDS	intergenic	deletion/read-through	low	TCGA-E2-A1LB	Arriba
PABPC3::RLIM__13:25097632-X:74583506	PABPC3::RLIM	13:25097632-X:74583506	+	-	CDS	3'UTR	translocation	low	TCGA-E2-A1LB	Arriba
ATE1::NSMCE4A__10:121876687-10:121962088	ATE1::NSMCE4A	10:121876687-10:121962088	-	-	intron	CDS	duplication	low	TCGA-E2-A1LB	Arriba
RPP14::PXK__3:58321809-3:58354802	RPP14::PXK	3:58321809-3:58354802	+	+	3'UTR	intron	deletion/read-through	low	TCGA-E2-A1LB	Arriba
RBBP8::HNRNPH1__18:22798487-5:179624115	RBBP8::HNRNPH1	18:22798487-5:179624115	+	-	5'UTR/splice-site	5'UTR/splice-site	translocation	low	TCGA-E2-A1LB	Arriba
GUSBP1::CDH12__5:21505463-5:21965642	GUSBP1::CDH12	5:21505463-5:21965642	.	.	intron	intron	deletion/5'-5'	low	TCGA-E2-A1LH	Arriba
KRT24::AC073508.1__17:40699961-17:40687407	KRT24::AC073508.1	17:40699961-17:40687407	-	-	intron	intron	deletion/read-through	low	TCGA-E2-A1LH	Arriba
XPA::NCBP1__9:97684956-9:97664783	XPA::NCBP1	9:97684956-9:97664783	-	-	CDS	intron	deletion/read-through/5'-5'	low	TCGA-E2-A1LH	Arriba
POLR2J3::UPK3BL2(1506),SPDYE2(5877)__7:102566604-7:102545355	POLR2J3::UPK3BL2(1506),SPDYE2(5877)	7:102566604-7:102545355	-	-	3'UTR	intergenic	deletion/read-through	low	TCGA-E2-A1LH	Arriba
PCDHGB2::PCDHGA8__5:141362522-5:141494848	PCDHGB2::PCDHGA8	5:141362522-5:141494848	+	+	CDS	CDS	deletion/read-through	low	TCGA-E2-A1LH	Arriba
AC006460.2::NEMP2__2:190646278-2:190525281	AC006460.2::NEMP2	2:190646278-2:190525281	-	-	intron	CDS	deletion/read-through	low	TCGA-E2-A1LH	Arriba
AC073114.1::AC073387.2(77163),EIF3IP1(117698)__7:110365226-7:109841520	AC073114.1::AC073387.2(77163),EIF3IP1(117698)	7:110365226-7:109841520	-	-	exon	intergenic	deletion	low	TCGA-E2-A1LH	Arriba
PDZRN3::RNU6-1270P(75546),PDZRN3(64989)__3:73416171-3:73317442	PDZRN3::RNU6-1270P(75546),PDZRN3(64989)	3:73416171-3:73317442	-	-	intron	intergenic	deletion/read-through	low	TCGA-E2-A1LH	Arriba
KLRC4::KLRK1__12:10407747-12:10388867	KLRC4::KLRK1	12:10407747-12:10388867	-	-	CDS	5'UTR	deletion/read-through	low	TCGA-E2-A1LH	Arriba
ANKRD36::AC159540.2__2:97264636-2:97284044	ANKRD36::AC159540.2	2:97264636-2:97284044	+	+	intergenic	exon/splice-site	deletion/read-through	low	TCGA-E2-A1LH	Arriba
AC009113.1::RNVU1-26(23414),RNVU1-2A(4344)__16:89215553-1:144547435	AC009113.1::RNVU1-26(23414),RNVU1-2A(4344)	16:89215553-1:144547435	-	+	exon	intergenic	translocation	low	TCGA-E2-A1LH	Arriba
AC090114.3::LINC01347__7:128615944-1:243097225	AC090114.3::LINC01347	7:128615944-1:243097225	+	-	exon	exon	translocation	low	TCGA-E2-A1LH	Arriba
SMDT1::NDUFA6-DT__22:42080514-22:42124225	SMDT1::NDUFA6-DT	22:42080514-22:42124225	+	+	intron	exon	deletion/read-through	low	TCGA-E2-A1LH	Arriba
SMDT1::NDUFA6-DT__22:42079954-22:42124047	SMDT1::NDUFA6-DT	22:42079954-22:42124047	+	+	CDS/splice-site	exon/splice-site	deletion/read-through	low	TCGA-E2-A1LH	Arriba
SMDT1::NDUFA6-DT__22:42079954-22:42136199	SMDT1::NDUFA6-DT	22:42079954-22:42136199	+	+	CDS/splice-site	exon/splice-site	deletion/read-through	low	TCGA-E2-A1LH	Arriba
CLN3::NPIPB6__16:28476322-16:28353021	CLN3::NPIPB6	16:28476322-16:28353021	-	-	3'UTR	CDS	deletion/read-through	low	TCGA-E2-A1LH	Arriba
PCDHA4::PCDHAC2__5:140809501-5:140978975	PCDHA4::PCDHAC2	5:140809501-5:140978975	+	+	CDS	CDS	deletion/read-through	low	TCGA-E2-A1LH	Arriba
AC079142.1::AC079142.1(46698),VCX3B(43746)__X:7929406-X:8421084	AC079142.1::AC079142.1(46698),VCX3B(43746)	X:7929406-X:8421084	+	+	exon	intergenic	deletion	low	TCGA-E2-A1LH	Arriba
FARP1::STK24P1__13:98453205-X:136295879	FARP1::STK24P1	13:98453205-X:136295879	+	+	3'UTR	exon	translocation/5'-5'	low	TCGA-E2-A1LH	Arriba
ITGA9::GOLGA4__3:37481607-3:37298833	ITGA9::GOLGA4	3:37481607-3:37298833	+	+	CDS/splice-site	CDS/splice-site	duplication	high	TCGA-E2-A1LS	Arriba
ZNF875::FXYD5(45754),FAM187B(9165)__19:37324265-19:35215635	ZNF875::FXYD5(45754),FAM187B(9165)	19:37324265-19:35215635	+	+	5'UTR/splice-site	intergenic	duplication	high	TCGA-E2-A1LS	Arriba
ZNF559::ZNF177__19:9352004-19:9364862	ZNF559::ZNF177	19:9352004-19:9364862	+	+	intergenic	5'UTR/splice-site	deletion/read-through	medium	TCGA-E2-A1LS	Arriba
TRIM45::PTGFRN__1:117112363-1:116974598	TRIM45::PTGFRN	1:117112363-1:116974598	-	-	CDS	intron	deletion/read-through/5'-5'	low	TCGA-E2-A1LS	Arriba
RMND5A::ANAPC1P2__2:86740987-2:87052945	RMND5A::ANAPC1P2	2:86740987-2:87052945	+	-	CDS	exon	inversion	low	TCGA-E2-A1LS	Arriba
ULK4P3::GOLGA8H__15:30116938-15:30605867	ULK4P3::GOLGA8H	15:30116938-15:30605867	+	+	exon	CDS	deletion	low	TCGA-E2-A1LS	Arriba
MTCH2::MED15__11:47635553-22:20500815	MTCH2::MED15	11:47635553-22:20500815	-	-	CDS	5'UTR	translocation/5'-5'	low	TCGA-E2-A1LS	Arriba
TLCD4::RWDD3__1:95173877-1:95244309	TLCD4::RWDD3	1:95173877-1:95244309	+	+	CDS	CDS	deletion/read-through	low	TCGA-E2-A1LS	Arriba
LIPJ::LIPF__10:88605704-10:88667287	LIPJ::LIPF	10:88605704-10:88667287	+	+	CDS/splice-site	CDS/splice-site	deletion/read-through	low	TCGA-E2-A1LS	Arriba
AC135983.2::AC127502.2__15:32523182-15:30489285	AC135983.2::AC127502.2	15:32523182-15:30489285	-	+	exon	exon	inversion	low	TCGA-E2-A1LS	Arriba
PCMTD2::SEPTIN14__20:64287703-7:55796090	PCMTD2::SEPTIN14	20:64287703-7:55796090	+	-	CDS	CDS	translocation	low	TCGA-E2-A1LS	Arriba
AGMO::AC006458.1(118328),AGMO(13338)__7:15365569-7:15186979	AGMO::AC006458.1(118328),AGMO(13338)	7:15365569-7:15186979	-	-	CDS	intergenic	deletion/read-through	low	TCGA-E2-A1LS	Arriba
PPP2R2D::AL162274.3(1412),JAKMIP3(35078)__10:131947791-10:132001258	PPP2R2D::AL162274.3(1412),JAKMIP3(35078)	10:131947791-10:132001258	+	+	CDS/splice-site	intergenic	deletion/read-through	low	TCGA-E2-A1LS	Arriba
RNLS::MED6P1(133344),AL353149.1(75962)__10:88274932-10:88183167	RNLS::MED6P1(133344),AL353149.1(75962)	10:88274932-10:88183167	-	-	3'UTR	intergenic	deletion/read-through	low	TCGA-E2-A1LS	Arriba
LIPE-AS1::PSG8__19:42651415-19:42761859	LIPE-AS1::PSG8	19:42651415-19:42761859	+	+	exon/splice-site	intron	deletion/read-through/5'-5'	low	TCGA-E2-A1LS	Arriba
LINC01169::SMAD6__15:66664424-15:66711662	LINC01169::SMAD6	15:66664424-15:66711662	+	+	exon	intron	deletion/read-through	low	TCGA-E2-A1LS	Arriba
PCDHGA5::PCDHGA8__5:141366740-5:141494848	PCDHGA5::PCDHGA8	5:141366740-5:141494848	+	+	CDS	CDS	deletion/read-through	low	TCGA-E2-A1LS	Arriba
MAST2::CRB1__1:46002883-1:197458756	MAST2::CRB1	1:46002883-1:197458756	+	-	CDS/splice-site	intron	inversion/3'-3'	high	TCGA-E9-A1N4	Arriba
RRM2B::RNU4-83P(62496),RPS26P6(1415)__8:102232149-8:100894356	RRM2B::RNU4-83P(62496),RPS26P6(1415)	8:102232149-8:100894356	-	-	CDS/splice-site	intergenic	deletion	high	TCGA-E9-A1N4	Arriba
LDLRAD4::AC055840.1__18:13278188-18:36418276	LDLRAD4::AC055840.1	18:13278188-18:36418276	+	-	5'UTR/splice-site	exon/splice-site	inversion	high	TCGA-E9-A1N4	Arriba
IPP::OCIAD1__1:45746120-4:48831227	IPP::OCIAD1	1:45746120-4:48831227	-	+	CDS/splice-site	5'UTR/splice-site	translocation	high	TCGA-E9-A1N4	Arriba
PTEN::AL133335.2__10:87894109-20:54178389	PTEN::AL133335.2	10:87894109-20:54178389	+	+	CDS/splice-site	intergenic	translocation	high	TCGA-E9-A1N4	Arriba
ZNF655::TMEM225B__7:99562494-7:99604386	ZNF655::TMEM225B	7:99562494-7:99604386	+	+	CDS/splice-site	5'UTR/splice-site	deletion/read-through	low	TCGA-E9-A1N4	Arriba
CGNL1(1558),AC025271.4(1680)::MYZAP__15:57552275-15:57599619	CGNL1(1558),AC025271.4(1680)::MYZAP	15:57552275-15:57599619	+	+	intergenic	5'UTR/splice-site	deletion/read-through	medium	TCGA-E9-A1N4	Arriba
CGNL1::MYZAP__15:57546239-15:57604269	CGNL1::MYZAP	15:57546239-15:57604269	+	+	CDS/splice-site	CDS/splice-site	deletion/read-through	medium	TCGA-E9-A1N4	Arriba
GUSBP1::CDH12__5:21505491-5:21965643	GUSBP1::CDH12	5:21505491-5:21965643	+	+	intron	intron	deletion/5'-5'	low	TCGA-E9-A1N4	Arriba
AC004980.2::POMZP3__7:76650457-7:76626216	AC004980.2::POMZP3	7:76650457-7:76626216	-	-	exon	intron	deletion/read-through	low	TCGA-E9-A1N4	Arriba
BMS1P2::AGAP9__10:47539047-10:47523462	BMS1P2::AGAP9	10:47539047-10:47523462	-	-	exon	CDS	deletion/read-through	low	TCGA-E9-A1N4	Arriba
SOGA3::KIAA0408__6:127473123-6:127454109	SOGA3::KIAA0408	6:127473123-6:127454109	-	-	3'UTR	exon	deletion/read-through	low	TCGA-E9-A1N4	Arriba
AC091132.4(8281),DND1P1(14360)::LRRC37A3__17:45571511-17:64918141	AC091132.4(8281),DND1P1(14360)::LRRC37A3	17:45571511-17:64918141	-	-	intergenic	intron	duplication	low	TCGA-E9-A1N4	Arriba
MTCH2::MED15__11:47635565-22:20500827	MTCH2::MED15	11:47635565-22:20500827	-	-	CDS	5'UTR	translocation/5'-5'	low	TCGA-E9-A1N4	Arriba
AL033384.1::MLIP__6:53982852-6:54121478	AL033384.1::MLIP	6:53982852-6:54121478	+	+	intron	CDS	deletion/read-through	low	TCGA-E9-A1N4	Arriba
