fusionGenePair	tumorAnnotations
ILRUN::PINX1	Adenocarcinoma
ILRUN::PRAMEF19	Malignant melanoma
ILRUN::SPDEF	Adenocarcinoma
ILVBL::SLC1A6	Adenocarcinoma
ILVBL::SYDE1	Adenocarcinoma
ILVBL::TECR	Adenocarcinoma
IMMP2L::DOCK4	Adenocarcinoma
IMMP2L::DYNC1I1	Astrocytoma, grade III-IV/Glioblastoma
IMMT::REEP1	Adenocarcinoma
IMPA1::RSPO2	Adenocarcinoma
IMPA2::GALNT1	Adenocarcinoma
IMPA2::GNAL	Adenocarcinoma
IMPDH1::GRM8	Mesothelioma
IMPG1::NSD3	Adenocarcinoma
IMPG2::SENP7	Adenocarcinoma
INAVA::KIF21B	Adenocarcinoma
INCENP::ANKFN1	Adenocarcinoma
INCENP::CCS	Squamous cell carcinoma
ING1::NAXD	Diffuse large B-cell lymphoma
ING2::IDH1	Adenocarcinoma
ING3::BCOR	Endometrial stromal sarcoma
ING3::PHF1	Endometrial stromal sarcoma
ING4::A2ML1	Malignant melanoma
ING4::C17ORF50	Acute lymphoblastic leukemia/lymphoblastic lymphoma
INHA::STK11IP	Adenocarcinoma
INIP::SHOC1	Squamous cell carcinoma
INIP::SNX30	Malignant melanoma
INKA2::BCAS4	Malignant epithelial tumor, special type
INKA2::DHRS3	Mesenchymal tumor, NOS
INMT::MINDY4	Nonneoplastic epithelial disorder/lesion
INO80::EXD1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
INO80::PRKCA	Adenocarcinoma
INO80::THSD4	Adenocarcinoma
INO80C::POLA1	Mesothelioma
INO80C::SETBP1	Acute myeloblastic leukemia with maturation (FAB type M2)
INPP1::HECW2	Adenocarcinoma
INPP4A::BICC1	Superficial fibromatosis
INPP4A::EEF1E1	Mesenchymal tumor, NOS
INPP4A::HJURP	Adenocarcinoma
INPP4A::MGAT4A	Transitional cell carcinoma
INPP4A::VWA3B	Adenocarcinoma
INPP4B::DEPTOR	Adenocarcinoma
INPP4B::ELF2	Adenocarcinoma
INPP4B::NAA15	Squamous cell carcinoma
INPP5A::AFAP1L2	Astrocytoma, grade I-II
INPP5A::CFAP46	Transitional cell carcinoma
INPP5A::CSTA	Adenocarcinoma
INPP5A::DLG2	Adenocarcinoma
INPP5A::FAM149B1	Adenocarcinoma
INPP5A::FRMD4A	Adenocarcinoma
INPP5A::JAKMIP3	Adenocarcinoma
INPP5A::KIF20B	Adenocarcinoma
INPP5A::LRRC27	Malignant melanoma | Malignant epithelial tumor, special type | Adenocarcinoma
INPP5A::PPIP5K1	Adenocarcinoma
INPP5B::FAF1	Adenocarcinoma
INPP5B::PLEKHO1	Adenocarcinoma
INPP5B::SF3A3	Adenocarcinoma | Undifferentiated carcinoma, small cell
INPP5B::TRIT1	Adenocarcinoma
INPP5D::ABL1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
INPP5D::ALK	Adenocarcinoma
INPP5D::GIGYF2	Adenocarcinoma
INPP5D::PKNOX2	Adenocarcinoma
INPP5E::EDF1	Malignant epithelial tumor, special type
INPP5E::SEC16A	Squamous cell carcinoma
INPP5F::BAG3	Mature B-cell neoplasm, NOS
INPP5F::DENND10	Adenocarcinoma
INPP5F::GRK5	Malignant melanoma
INPP5K::RPA1	Adenocarcinoma
INSIG1::DPP6	Adenocarcinoma
INSL6::JAK2	Adenocarcinoma
INSR::ASF1B	Adenocarcinoma
INSR::CEP89	Mesenchymal tumor, NOS
INSR::EIF6	Adenocarcinoma
INSR::ERCC1	Adenocarcinoma
INSR::MGAT4C	Mesenchymal tumor, NOS
INSR::S1PR2	Adenocarcinoma
INSR::WDR62	Adenocarcinoma
INTS10::ALK	Adenocarcinoma
INTS11::AURKAIP1	Squamous cell carcinoma
INTS11::CCNL2	Malignant epithelial tumor, special type
INTS11::GNB1	Adenocarcinoma
INTS11::MXRA8	Adenocarcinoma
INTS11::PRAMEF2	Astrocytoma, grade III-IV/Glioblastoma
INTS12::CXXC4	Squamous cell carcinoma
INTS12::PPA2	Adenocarcinoma
INTS14::SLC24A1	Transitional cell carcinoma
INTS15::GRID2IP	Adenocarcinoma
INTS1::GET4	Adenocarcinoma
INTS1::PRKAR1B	Adenocarcinoma | Transitional cell carcinoma
INTS1::SUN1	Adenocarcinoma
INTS1::TMEM184A	Adenocarcinoma
INTS2::ACACA	Adenocarcinoma
INTS2::AXIN2	Adenocarcinoma
INTS2::GLIS3	Adenocarcinoma
INTS2::LIMD2	Adenocarcinoma
INTS2::VMP1	Adenocarcinoma
INTS2::ZNF652	Adenocarcinoma
INTS3::CHTOP	Adenocarcinoma
INTS4::ALG8	Malignant melanoma
INTS4::EMSY	Adenocarcinoma
INTS4::GAB2	Adenocarcinoma
INTS4::GDPD4	Adenocarcinoma
INTS4::KCTD14	Adenocarcinoma
INTS4::KCTD21	Adenocarcinoma
INTS4::KMT2A	Undifferentiated pleomorphic sarcoma
INTS4::LGALS3BP	Adenocarcinoma
INTS4::NARS2	Adenocarcinoma
INTS4::PGR	Malignant melanoma
INTS4::PLAUR	Adenocarcinoma
INTS4::POLD3	Adenocarcinoma
INTS4::PPFIA1	Adenocarcinoma
INTS4::PTPRT	Adenocarcinoma
INTS4::RSF1	Adenocarcinoma
INTS4::SLCO2B1	Adenocarcinoma
INTS4::TENM4	Adenocarcinoma
INTS5::C11ORF98	Squamous cell carcinoma
INTS5::LBHD1	Squamous cell carcinoma
INTS5::SYT12	Adenocarcinoma
INTS6::BZW2	Squamous cell carcinoma
INTS6::DCBLD2	Adenocarcinoma
INTS6::NEK5	Malignant epithelial tumor, special type
INTS7::DTL	Adenocarcinoma
INTS8::DPY19L4	Adenocarcinoma
INTS8::ESRP1	Malignant melanoma
INTS9::AZIN1	Adenocarcinoma
INTS9::PHYHIP	Adenocarcinoma
INVS::RPA3	Adenocarcinoma
IP6K1::ECSIT	Adenocarcinoma
IP6K1::HYAL3	Adenocarcinoma
IP6K1::MON1A	Transitional cell carcinoma | Adenocarcinoma
IP6K1::RHOA	Transitional cell carcinoma
IP6K1::RYBP	Embryonal rhabdomyosarcoma
IP6K1::TRAIP	Adenocarcinoma | Squamous cell carcinoma
IP6K1::UBA7	Adenocarcinoma
IP6K2::COL7A1	Adenocarcinoma
IP6K2::PRKAR2A	Adenocarcinoma
IP6K2::RHOA	Adenocarcinoma
IPMK::CXCL12	Adenocarcinoma
IPO11::CENPJ	Adenocarcinoma
IPO11::GJE1	Adenocarcinoma
IPO11::KIF2A	Adenocarcinoma
IPO11::SLC6A19	Adenocarcinoma
IPO11::TNFAIP8	Adenocarcinoma
IPO13::CFAP57	Adenocarcinoma
IPO13::EIF2B3	Adenocarcinoma
IPO7::AKIP1	Adenocarcinoma
IPO7::CTR9	Malignant melanoma
IPO7::RENBP	Adenocarcinoma
IPO7::TMEM41B	Adenocarcinoma
IPO7::WEE1	Squamous cell carcinoma
IPO8::CDH13	Adenocarcinoma
IPO8::KRT86	Adenocarcinoma
IPO8::TMTC1	Adenocarcinoma
IPO9::CSRP1	Squamous cell carcinoma
IPO9::S100A13	Malignant melanoma
IPP::GPBP1L1	Adenocarcinoma
IPP::MAST2	Adenocarcinoma
IPP::SLC22A7	Adenocarcinoma
IPPK::ASPN	Adenocarcinoma
IPPK::BICD2	Squamous cell carcinoma
IPPK::CDC42SE1	Transitional cell carcinoma
IPPK::IARS1	Squamous cell carcinoma | Adenocarcinoma
IPPK::VTI1B	Squamous cell carcinoma
IPPK::ZNF484	Adenocarcinoma
IQCB1::CACNG4	Adenocarcinoma
IQCB1::ILDR1	Adenocarcinoma
IQCB1::RUVBL1	Adenocarcinoma
IQCH::CTNND2	Mesenchymal tumor, NOS
IQCH::MAP2K5	Adenocarcinoma | Squamous cell carcinoma
IQCJ::BCHE	Squamous cell carcinoma
IQCK::ABCC1	Squamous cell carcinoma
IQCK::VPS35L	Adenocarcinoma
IQCN::FKBP8	Malignant epithelial tumor, special type
IQGAP1::ABHD2	Adenocarcinoma
IQGAP1::AGBL1	Adenocarcinoma
IQGAP1::AKAP13	Astrocytoma, grade III-IV/Glioblastoma
IQGAP1::CCDC63	Adenocarcinoma
IQGAP1::CIB1	Adenocarcinoma
IQGAP1::MESP2	Adenocarcinoma
IQGAP1::NGRN	Adenocarcinoma
IQGAP1::RASGRF1	Mesenchymal tumor, NOS | Malignant soft tissue tumor, NOS
IQGAP1::SEMA4B	Adenocarcinoma
IQGAP1::SPPL2A	Squamous cell carcinoma
IQGAP1::WDR93	Adenocarcinoma
IQGAP1::ZNF710	Adenocarcinoma
IQGAP1::ZNF774	Adenocarcinoma
IQGAP2::ACOT12	Adenocarcinoma
IQGAP2::ATRNL1	Squamous cell carcinoma
IQGAP2::SCAMP1	Acute myeloid leukemia, NOS | Skin
IQGAP2::TSLP	Acute lymphoblastic leukemia/lymphoblastic lymphoma
IQGAP3::ETV3	Adenocarcinoma
IQGAP3::SH2D2A	Adenocarcinoma
IQSEC1::GSTM3	Adenocarcinoma
IQSEC1::RAF1	Malignant epithelial tumor, special type
IQSEC1::SCCPDH	Adenocarcinoma
IQSEC1::WNT7A	Transitional cell carcinoma
IQSEC3::KDM5A	Diffuse large B-cell lymphoma
IQUB::ASB15	Adenocarcinoma
IRAG2::BCL6	Follicular lymphoma
IRAG2::C12ORF42	Mature B-cell neoplasm, NOS
IRAG2::MYC	Mature B-cell neoplasm, NOS
IRAK1::MECP2	Transitional cell carcinoma
IRAK1BP1::NOL4L	Malignant epithelial tumor, special type
IRAK2::BRK1	Adenocarcinoma | Astrocytoma, grade III-IV/Glioblastoma
IRAK2::CDKAL1	Transitional cell carcinoma
IRAK2::GHRL	Squamous cell carcinoma
IRAK2::SRGAP3	Squamous cell carcinoma
IRAK2::VHL	Adenocarcinoma
IRAK3::DYRK2	Mesenchymal tumor, NOS
IRAK3::PIP4K2C	Skin | Acute myeloid leukemia, NOS
IREB2::C6ORF52	Malignant melanoma
IREB2::CTSH	Adenocarcinoma
IREB2::DIAPH3	Malignant melanoma
IREB2::LEO1	Adenocarcinoma
IREB2::WDR93	Adenocarcinoma
IRF1::CEP20	Adenocarcinoma
IRF1::LPAR6	Mature B-cell neoplasm, NOS
IRF2::ENPP6	Malignant melanoma | Adenocarcinoma
IRF2::MORN1	Squamous cell carcinoma
IRF2::NTRK3	Malignant epithelial tumor, special type
IRF2BP1::RARA	Acute promyelocytic leukemia (FAB type M3)
IRF2BP2::CDX1	Chondromyxoid fibroma | Chondrosarcoma, mesenchymal
IRF2BP2::CDX2	Myoepithelioma/myoepithelial carcinoma/mixed tumor
IRF2BP2::IGK	Multiple myeloma
IRF2BP2::NTRK1	Adenocarcinoma | Fibrohistiocytic tumor, special type
IRF2BP2::RARA	Acute promyelocytic leukemia (FAB type M3)
IRF2BP2::RUNX2	Benign epithelial tumor, special type | Squamous cell carcinoma
IRF2BP2::SP2	Embryonal nervous system tumor, special type | Malignant epithelial tumor, special type
IRF4::DOT1L	Squamous cell carcinoma
IRF4::EFNA2	Adenocarcinoma
IRF4::LTBR	Multiple myeloma
IRF6::C1ORF21	Squamous cell carcinoma
IRF6::GRHL3	Transitional cell carcinoma
IRF6::SRGAP2	Squamous cell carcinoma
IRF7::RCC1	Adenocarcinoma
IRF9::RNF31	Adenocarcinoma
IRF9::THTPA	Angiosarcoma
IRS2::MYO16	Adenocarcinoma
IRX1::ADAMTS16	Malignant melanoma
IRX2::TERT	Clear cell sarcoma
ISCA1::LINGO2	Malignant epithelial tumor, special type
ISCA1::WWP1	Mesenchymal tumor, NOS
ISG20L2::HDGF	Adenocarcinoma
ISL2::PEAK1	Malignant melanoma
ISM2::SPTLC2	Adenocarcinoma
ISOC1::CCDC192	Adenocarcinoma
ISOC1::RET	Carcinoma, NOS
IST1::AP1G1	Adenocarcinoma
IST1::DHX38	Adenocarcinoma
ISY1::MASP1	Astrocytoma, grade I-II
ISYNA1::PABPC1	Transitional cell carcinoma
ISYNA1::SUGP2	Adenocarcinoma
ITCH::AHCY	Transitional cell carcinoma | Adenocarcinoma
ITCH::ARFGAP1	Transitional cell carcinoma
ITCH::ASIP	Adenocarcinoma
ITCH::BPIFB4	Adenocarcinoma
ITCH::CASS4	Squamous cell carcinoma
ITCH::CBFA2T2	Adenocarcinoma
ITCH::CFAP47	Malignant melanoma
ITCH::DEFB118	Squamous cell carcinoma
ITCH::DEFB123	Adenocarcinoma
ITCH::EYA2	Adenocarcinoma
ITCH::HM13	Squamous cell carcinoma
ITCH::JMJD4	Malignant melanoma
ITCH::MANBAL	Adenocarcinoma
ITCH::MYL9	Adenocarcinoma
ITCH::NBPF26	Adenocarcinoma
ITCH::NDUFA1	Transitional cell carcinoma
ITCH::PIGU	Adenocarcinoma
ITCH::RALY	Adenocarcinoma
ITCH::RPRD1B	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ITCH::SRC	Adenocarcinoma
ITCH::SRSF2	Adenocarcinoma
ITCH::TAB1	Adenocarcinoma
ITCH::TSHZ2	Adenocarcinoma
ITFG1::PHKB	Adenocarcinoma
ITFG1::SLC45A2	Adenocarcinoma
ITFG2::TULP3	Squamous cell carcinoma
ITFG2::ZNF831	Adenocarcinoma
ITGA10::PEX11B	Mesenchymal tumor, NOS
ITGA11::ADAMTSL3	Mesenchymal tumor, NOS
ITGA2::CEACAM21	Squamous cell carcinoma
ITGA2::GPX8	Squamous cell carcinoma
ITGA2::MYO18B	Adenocarcinoma
ITGA2::NDUFS4	Squamous cell carcinoma
ITGA2::PARP8	Squamous cell carcinoma
ITGA2::RNF180	Adenocarcinoma
ITGA3::CPB1	Adenocarcinoma
ITGA3::EIF2AK2	Adenocarcinoma
ITGA3::KHK	Adenocarcinoma
ITGA3::MIEN1	Adenocarcinoma
ITGA3::NDUFV1	Squamous cell carcinoma
ITGA4::NTRK3	Adenocarcinoma
ITGA4::UBE2E2	Astrocytoma, grade I-II
ITGA5::GTSF1	Adenocarcinoma | Squamous cell carcinoma
ITGA6::HAT1	Adenocarcinoma
ITGA6::MAP3K20	Adenocarcinoma
ITGA6::MYEOV	Adenocarcinoma
ITGA6::MYO3B	Adenocarcinoma
ITGA6::PDK1	Adenocarcinoma
ITGA6::RAPGEF4	Adenocarcinoma
ITGA6::UBE3B	Squamous cell carcinoma
ITGA7::MSRB3	Adenocarcinoma
ITGA8::MINDY3	Mesenchymal tumor, NOS
ITGA8::RET	Adenocarcinoma
ITGA8::USP9Y	Embryonal rhabdomyosarcoma
ITGA9::CTDSPL	Squamous cell carcinoma | Adenocarcinoma
ITGA9::GOLGA4	Adenocarcinoma
ITGA9::HMOX2	Adenocarcinoma
ITGA9::NDUFA8	Mesothelioma
ITGA9::POPDC2	Astrocytoma, grade III-IV/Glioblastoma
ITGA9::RFTN1	Adenocarcinoma
ITGA9::ROS1	Adenocarcinoma
ITGA9::SEC13	Adenocarcinoma
ITGA9::STAC	Adenocarcinoma
ITGA9::ZNF48	Germ cell tumor, NOS
ITGAV::ALK	Adenocarcinoma
ITGAV::ANKHD1	Adenocarcinoma
ITGAV::ARHGAP15	Mesenchymal tumor, NOS
ITGAV::DEFB132	Adenocarcinoma
ITGAV::FARP2	Squamous cell carcinoma
ITGAV::IFT172	Adenocarcinoma
ITGAV::PDE11A	Adenocarcinoma
ITGAV::PTPRD	Adenocarcinoma
ITGAV::TRIR	Adenocarcinoma
ITGAX::PHKG2	Transitional cell carcinoma
ITGB1::DYM	Adenocarcinoma
ITGB1::NRG1	Adenocarcinoma
ITGB1::PLAG1	Benign epithelial tumor, special type
ITGB1::WDFY4	Adenocarcinoma
ITGB1BP1::COL5A1	Squamous cell carcinoma
ITGB2::CD74	Squamous cell carcinoma
ITGB3::MYL4	Adenocarcinoma
ITGB3BP::TTC39A	Adenocarcinoma
ITGB4::ADK	Adenocarcinoma
ITGB4::ENDOV	Adenocarcinoma
ITGB4::LLGL2	Adenocarcinoma
ITGB4::MYO15B	Adenocarcinoma
ITGB4::NARF	Adenocarcinoma
ITGB4::OTOP2	Squamous cell carcinoma
ITGB4::PLEKHB2	Squamous cell carcinoma
ITGB4::PTN	Squamous cell carcinoma
ITGB4::RECQL5	Adenocarcinoma
ITGB4::SAP30BP	Adenocarcinoma
ITGB4::SLC16A5	Adenocarcinoma
ITGB4::SMIM6	Squamous cell carcinoma | Adenocarcinoma
ITGB4::TSPAN10	Adenocarcinoma
ITGB5::FGL1	Squamous cell carcinoma
ITGB5::HDAC9	Adenocarcinoma
ITGB5::PARP14	Adenocarcinoma
ITGB5::PDLIM5	Adenocarcinoma
ITGB5::SLC12A8	Adenocarcinoma
ITGB5::ZNF148	Adenocarcinoma
ITGB6::BAZ2B	Adenocarcinoma
ITGB6::CD302	Adenocarcinoma
ITGB6::CNOT2	Mesenchymal tumor, NOS
ITGB6::COMMD1	Adenocarcinoma
ITGB6::RBMS1	Adenocarcinoma
ITGB6::SH3PXD2B	Adenocarcinoma
ITGB8::ABCB5	Malignant epithelial tumor, special type
ITGB8::ATM	Adenocarcinoma
ITGBL1::KIF5C	Glioma, NOS
ITIH2::RET	Adenosquamous carcinoma
ITIH2::TAF3	Adenocarcinoma
ITK::FER	Peripheral T-cell lymphoma, unspecified
ITK::SYK	Peripheral T-cell lymphoma, unspecified | Angioimmunoblastic T-cell lymphoma
ITLN1::C3	Mesothelioma
ITLN1::DCN	Mesothelioma
ITLN1::NDUFV1	Mesothelioma
ITM2B::ARFGEF2	Adenocarcinoma
ITM2B::CBS	Adenocarcinoma
ITM2B::ESD	Squamous cell carcinoma
ITM2B::JADE2	Adenocarcinoma
ITM2B::MATR3	Adenocarcinoma
ITM2B::RB1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ITM2B::RPL30	Squamous cell carcinoma
ITM2B::TTC3	Malignant melanoma
ITM2C::FOXP1	Benign epithelial tumor, special type
ITM2C::IGK	Multiple myeloma
ITM2C::SEPTIN9	Astrocytoma, grade I-II
ITM2C::THSD4	Squamous cell carcinoma
ITM2C::TYK2	Astrocytoma, grade I-II
ITPA::SLC22A24	Adenocarcinoma
ITPK1::ACO1	Adenocarcinoma
ITPK1::AKR1A1	Adenocarcinoma
ITPK1::BTBD7	Adenocarcinoma
ITPK1::CEP170B	Squamous cell carcinoma
ITPK1::FBP2	Meningioma
ITPK1::GON7	Adenocarcinoma
ITPK1::SPINK4	Adenocarcinoma
ITPKA::NUSAP1	Adenocarcinoma
ITPKA::RTF1	Squamous cell carcinoma
ITPKB::ZC3HAV1	Adenocarcinoma
ITPKC::LTBP4	Malignant epithelial tumor, special type
ITPKC::PPFIA3	Adenocarcinoma
ITPKC::SPTBN4	Adenocarcinoma
ITPR1::BHLHE40	Adenocarcinoma | Astrocytoma, grade I-II
ITPR1::NR2C2	Leiomyoma
ITPR1::SETMAR	Adenocarcinoma
ITPR1::SUMF1	Squamous cell carcinoma
ITPR2::ADIPOR2	Astrocytoma, grade I-II
ITPR2::ANO2	Adenocarcinoma
ITPR2::BHLHE41	Adenocarcinoma
ITPR2::CLEC2A	Adenocarcinoma
ITPR2::CLIC1	Adenocarcinoma
ITPR2::DCDC2	Adenocarcinoma
ITPR2::DDX11	Adenocarcinoma
ITPR2::ETV6	Adenocarcinoma
ITPR2::MRPS35	Adenocarcinoma
ITPR2::RAD17	Adenocarcinoma
ITPR2::RASSF3	Adenocarcinoma
ITPR2::TM7SF3	Adenocarcinoma
ITPR3::CARMIL1	Adenocarcinoma
ITPR3::PNPLA1	Diffuse large B-cell lymphoma
ITPR3::SYNGAP1	Adenocarcinoma
ITPR3::ZBTB17	Adenocarcinoma
ITPRID1::DEFB118	Adenocarcinoma
ITPRID2::ALK	Adenocarcinoma
ITPRID2::PTPN4	Adenocarcinoma
ITPRIPL1::IL36G	Squamous cell carcinoma
ITSN1::CHODL	Squamous cell carcinoma
ITSN1::CRACD	Adenocarcinoma
ITSN1::CRYZL1	Transitional cell carcinoma
ITSN1::GET1	Adenocarcinoma
ITSN1::HNRNPUL1	Mesenchymal tumor, NOS
ITSN1::KCNE2	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ITSN1::MAP3K7CL	Miscellaneous hematopoietic/lymphoid neoplasm, special type | Benign epithelial tumor, special type
ITSN1::MATN1	Squamous cell carcinoma
ITSN1::MRAP	Adenocarcinoma
ITSN1::NEBL	Adenocarcinoma
ITSN1::ZNF490	Squamous cell carcinoma
ITSN2::ALK	Adenocarcinoma
ITSN2::ATRNL1	Adenocarcinoma
ITSN2::DNAJC27	Adenocarcinoma
ITSN2::DTNB	Adenocarcinoma
ITSN2::HADHA	Adenocarcinoma
ITSN2::KIDINS220	Malignant melanoma
ITSN2::MYO10	Malignant melanoma
ITSN2::NMT1	Adenocarcinoma
ITSN2::TBC1D10B	Acute myeloid leukemia, NOS | Skin
IVD::ECE1	Malignant epithelial tumor, special type
IVNS1ABP::BAHCC1	Squamous cell carcinoma
IYD::BIRC6	Adenocarcinoma
IZUMO2::CYTH2	Adenocarcinoma
JADE1::C4ORF33	Adenocarcinoma
JADE1::LARP1B	Adenocarcinoma
JADE2::SGCD	Adenocarcinoma
JADE2::UBE2B	Undifferentiated carcinoma, small cell | Adenocarcinoma
JADE3::CP	Adenocarcinoma
JADE3::MTA3	Adenocarcinoma
JADE3::SSX2	Adenocarcinoma
JAG1::SLX4IP	Squamous cell carcinoma
JAGN1::CPNE9	Malignant epithelial tumor, special type
JAGN1::ZC3H4	Astrocytoma, grade III-IV/Glioblastoma
JAK1::HSD11B1	Adenocarcinoma
JAK1::PDE4B	Adenocarcinoma
JAK1::WLS	Adenocarcinoma
JAK1::ZC3H7B	Adenocarcinoma
JAK2::CSTF3	Adenocarcinoma
JAK2::DOCK8	Malignant melanoma
JAK2::EBF1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
JAK2::GLDC	Squamous cell carcinoma
JAK2::PAX5	Acute lymphoblastic leukemia/lymphoblastic lymphoma
JAK2::PKNOX2	Mesenchymal tumor, NOS
JAK2::PTPRD	Ependymoma
JAK2::RCL1	Squamous cell carcinoma
JAK2::SNX29	Acute lymphoblastic leukemia/lymphoblastic lymphoma
JAK2::TPM3	Acute lymphoblastic leukemia/lymphoblastic lymphoma
JAK3::INSL3	Adenocarcinoma | Anaplastic large cell lymphoma, cutaneous type
JAM3::SEC13	Astrocytoma, grade I-II
JARID2::ATM	Adenocarcinoma
JARID2::BMP6	Adenocarcinoma
JARID2::CDKAL1	Transitional cell carcinoma
JARID2::DNM3	Mesenchymal tumor, NOS
JARID2::DTNBP1	Squamous cell carcinoma
JARID2::GMPR	Transitional cell carcinoma
JARID2::HFE	Squamous cell carcinoma
JARID2::HIVEP1	Transitional cell carcinoma
JARID2::HSD3B1	Adenocarcinoma
JARID2::MDGA1	Squamous cell carcinoma
JARID2::MRS2	Malignant melanoma
JARID2::NEDD9	Malignant melanoma
JARID2::NUDC	Germ cell tumor, NOS
JARID2::PPP1R10	Transitional cell carcinoma
JARID2::RNGTT	Adenocarcinoma
JARID2::SGCZ	Transitional cell carcinoma
JAZF1::BCORL1	Mesenchymal tumor, special type
JAZF1::CPT1C	Astrocytoma, grade III-IV/Glioblastoma
JAZF1::CREB5	Malignant melanoma
JAZF1::EVX1	Mesenchymal tumor, NOS
JAZF1::GXYLT2	Endometrial stromal sarcoma
JAZF1::NUDT5	Soft tissue tumor, special type
JAZF1::PHF1	Soft tissue tumor, special type | Endometrial stromal sarcoma
JAZF1::PPP4R2	Endometrial stromal sarcoma
JAZF1::SFRP4	Squamous cell carcinoma
JAZF1::SNX13	Astrocytoma, grade I-II
JAZF1::SUZ12	Nonneoplastic epithelial disorder/lesion | Endometrial stromal sarcoma
JDP2::FLVCR2	Squamous cell carcinoma
JDP2::PLEKHH1	Adenocarcinoma
JDP2::VRTN	Adenocarcinoma
JDP2::YLPM1	Adenocarcinoma
JDP2::ZC2HC1C	Adenocarcinoma
JKAMP::DAAM1	Adenocarcinoma
JMJD1C::ANK3	Adenocarcinoma
JMJD1C::CTNNA3	Adenocarcinoma
JMJD1C::EGR2	Adenocarcinoma
JMJD1C::GABPB1	Adenocarcinoma
JMJD1C::LIPF	Adenocarcinoma
JMJD1C::NRBF2	Astrocytoma, grade III-IV/Glioblastoma
JMJD1C::RPL5	Adenocarcinoma
JMJD1C::TMEM178B	Adenocarcinoma
JMJD1C::TSN	Acute lymphoblastic leukemia/lymphoblastic lymphoma
JMJD1C::VTI1A	Acute lymphoblastic leukemia/lymphoblastic lymphoma
JMJD1C::YWHAZ	Adenocarcinoma
JMJD1C::ZNF365	Adenocarcinoma
JMJD7::RTF1	Adenocarcinoma
JMY::DMGDH	Adenocarcinoma
JMY::TENT2	Adenocarcinoma
JOSD1::RPS19BP1	Adenocarcinoma
JPH1::LY96	Adenocarcinoma
JPH3::OSGIN1	Squamous cell carcinoma
JPT1::ARMC7	Adenocarcinoma
JPT1::CALM1	Adenocarcinoma
JPT1::GGA3	Adenocarcinoma
JPT1::NUP85	Squamous cell carcinoma
JPT1::RECQL5	Adenocarcinoma
JPT1::USH1G	Adenocarcinoma
JPT2::CRAMP1	Adenocarcinoma
JPT2::NHERF2	Squamous cell carcinoma
JPT2::WDR18	Squamous cell carcinoma
JTB::CYP1B1	Adenocarcinoma
JUN::EEF1A1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
JUN::IGH	Multiple myeloma
JUN::IGK	Multiple myeloma
JUN::IGL	Multiple myeloma
JUNB::IGK	Multiple myeloma
JUNB::SEC63	Adenocarcinoma
JUP::AARSD1	Adenocarcinoma
JUP::ACLY	Transitional cell carcinoma
JUP::CAMTA2	Adenocarcinoma
JUP::CCT5	Squamous cell carcinoma
JUP::EIF2AK2	Squamous cell carcinoma
JUP::KLHL11	Adenocarcinoma
JUP::NDUFV1	Squamous cell carcinoma
JUP::NT5C3B	Squamous cell carcinoma
JUP::P3H4	Squamous cell carcinoma | Adenocarcinoma
JUP::PTN	Squamous cell carcinoma
JUP::RFX5	Adenocarcinoma
JUP::SCGB2B2	Adenocarcinoma
JUP::TTLL6	Adenocarcinoma
KALRN::CREB5	Adenocarcinoma
KANK1::ALK	Adenocarcinoma
KANK1::DOCK8	Adenocarcinoma | Undifferentiated carcinoma, small cell
KANK1::KCNV2	Mesothelioma
KANK1::NFX1	Transitional cell carcinoma
KANK1::NTRK2	Astrocytoma, grade III-IV/Glioblastoma | Undifferentiated sarcoma
KANK1::NTRK3	Adenocarcinoma | Malignant melanoma | Benign epithelial tumor, special type
KANK1::PDGFRB	Essential thrombocythemia
KANK1::TPD52L3	Adenocarcinoma
KANK1::UHRF2	Adenocarcinoma
KANK2::ALK	Leiomyosarcoma
KANK2::DOCK6	Adenocarcinoma
KANK3::SPC24	Adenocarcinoma
KANSL1::AARS1	Malignant melanoma
KANSL1::ARL17A	Nonneoplastic epithelial disorder/lesion | Astrocytoma, grade III-IV/Glioblastoma | Adenocarcinoma | Russia | Heart | Chronic myeloid leukemia, t(9;22) | Wilms tumor | Primitive neuroectodermal tumor/Medulloblastoma | Ependymoma | Osteosarcoma, NOS | Acute lymphoblastic leukemia/lymphoblastic lymphoma | Nonneoplastic hematologic disorder/lesion | Embryonal rhabdomyosarcoma
KANSL1::ARL17B	Nonneoplastic epithelial disorder/lesion | Nonneoplastic hematologic disorder/lesion | Skin | Adenocarcinoma | Acute myeloid leukemia, NOS
KANSL1::CMC4	Acute monoblastic leukemia (FAB type M5)
KANSL1::DYNLL2	Adenocarcinoma
KANSL1::FMN1	Malignant melanoma
KANSL1::GAST	Adenocarcinoma
KANSL1::KDM2A	Adenocarcinoma
KANSL1::LAYN	Adenocarcinoma
KANSL1::LRRC8D	Skin | Acute myeloid leukemia, NOS
KANSL1::MBTD1	Adenocarcinoma
KANSL1::MTCP1	Acute monoblastic leukemia (FAB type M5)
KANSL1::NSD3	Squamous cell carcinoma
