fusionTranscriptID	fusionGenePair	breakpointID	strand1	strand2	site1	site2	type	confidence	sampleID	toolID
C19MC::RPLP1__19:53775632-15:69452883	C19MC::RPLP1	19:53775632-15:69452883	+	+	---	UTR	.	.	HCC-95	FusionCatcher
C19MC::RPLP1__19:53775683-15:69452885	C19MC::RPLP1	19:53775683-15:69452885	+	+	---	UTR	.	.	HCC-95	FusionCatcher
C19MC::RPLP1__19:53775560-15:69452834	C19MC::RPLP1	19:53775560-15:69452834	+	+	---	UTR	.	.	HCC-95	FusionCatcher
C19MC::RPLP1__19:53775680-15:69453660	C19MC::RPLP1	19:53775680-15:69453660	+	+	---	CDS(truncated)	.	.	HCC-95	FusionCatcher
C19MC::RPLP1__19:53775603-15:69452819	C19MC::RPLP1	19:53775603-15:69452819	+	+	---	UTR	.	.	HCC-95	FusionCatcher
C19MC::RPLP1__19:53775698-15:69452926	C19MC::RPLP1	19:53775698-15:69452926	+	+	---	UTR	.	.	HCC-95	FusionCatcher
CANX::PTMA__5:179724713-2:231712448	CANX::PTMA	5:179724713-2:231712448	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
CAV1::TES__7:116526689-7:116234534	CAV1::TES	7:116526689-7:116234534	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
EWSR1::KRT13__22:29299742-17:41505315	EWSR1::KRT13	22:29299742-17:41505315	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
EXOC4::CERS3__7:133895195-15:100402865	EXOC4::CERS3	7:133895195-15:100402865	+	-	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
HM13::ID1__20:31577782-20:31605372	HM13::ID1	20:31577782-20:31605372	+	+	UTR	UTR	.	.	HCC-95	FusionCatcher
HSP90AB1::CD44__6:44250335-11:35229141	HSP90AB1::CD44	6:44250335-11:35229141	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
HSP90AB1::NCL__6:44250353-2:231458324	HSP90AB1::NCL	6:44250353-2:231458324	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
ITM2B::GAPDH__13:48256221-12:6537128	ITM2B::GAPDH	13:48256221-12:6537128	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
KRT13::EWSR1__17:41505316-22:29299743	KRT13::EWSR1	17:41505316-22:29299743	-	+	in-frame	.	.	.	HCC-95	FusionCatcher
KRT5::EIF4H__12:52519982-7:74196150	KRT5::EIF4H	12:52519982-7:74196150	-	+	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
KRT5::FLNA__12:52519913-X:154364902	KRT5::FLNA	12:52519913-X:154364902	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
KRT5::TUBB__12:52514673-6:30725026	KRT5::TUBB	12:52514673-6:30725026	-	+	UTR	UTR	.	.	HCC-95	FusionCatcher
MLXIPL::AC026401.3__7:73606444-16:15701239	MLXIPL::AC026401.3	7:73606444-16:15701239	-	+	UTR	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
NCL::RTN4__2:231460669-2:55050215	NCL::RTN4	2:231460669-2:55050215	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
RPLP1::C19MC__15:69452969-19:53775575	RPLP1::C19MC	15:69452969-19:53775575	+	+	CDS(truncated)	---	.	.	HCC-95	FusionCatcher
RPLP1::C19MC__15:69455201-19:53775643	RPLP1::C19MC	15:69455201-19:53775643	+	+	CDS(truncated)	---	.	.	HCC-95	FusionCatcher
RPLP1::C19MC__15:69452983-19:53775534	RPLP1::C19MC	15:69452983-19:53775534	+	+	CDS(truncated)	---	.	.	HCC-95	FusionCatcher
RPLP1::C19MC__15:69452929-19:53775469	RPLP1::C19MC	15:69452929-19:53775469	+	+	UTR	---	.	.	HCC-95	FusionCatcher
RPLP1::C19MC__15:69452986-19:53775638	RPLP1::C19MC	15:69452986-19:53775638	+	+	CDS(truncated)	---	.	.	HCC-95	FusionCatcher
RPLP1::C19MC__15:69452886-19:53775469	RPLP1::C19MC	15:69452886-19:53775469	+	+	UTR	---	.	.	HCC-95	FusionCatcher
RPLP1::C19MC__15:69455274-19:53775799	RPLP1::C19MC	15:69455274-19:53775799	+	+	CDS(truncated)	---	.	.	HCC-95	FusionCatcher
RPLP1::C19MC__15:69453008-19:53775661	RPLP1::C19MC	15:69453008-19:53775661	+	+	CDS(truncated)	---	.	.	HCC-95	FusionCatcher
RPLP1::C19MC__15:69452995-19:53775584	RPLP1::C19MC	15:69452995-19:53775584	+	+	CDS(truncated)	---	.	.	HCC-95	FusionCatcher
RPLP1::C19MC__15:69455542-19:53775930	RPLP1::C19MC	15:69455542-19:53775930	+	+	UTR	---	.	.	HCC-95	FusionCatcher
SF3A2::AMH__19:2247869-19:2250337	SF3A2::AMH	19:2247869-19:2250337	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
SYK::ROR2__9:90845594-9:91563329	SYK::ROR2	9:90845594-9:91563329	+	-	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
SYK::ROR2__9:90845594-9:91620885	SYK::ROR2	9:90845594-9:91620885	+	-	CDS(truncated)	intronic	.	.	HCC-95	FusionCatcher
SYK::ROR2__9:90845594-9:91570575	SYK::ROR2	9:90845594-9:91570575	+	-	CDS(truncated)	intronic	.	.	HCC-95	FusionCatcher
TRADD::B3GNT9__16:67159838-16:67150671	TRADD::B3GNT9	16:67159838-16:67150671	-	-	UTR	UTR	.	.	HCC-95	FusionCatcher
AC011473.4::KLK7__19:51001098-19:50981914	AC011473.4::KLK7	19:51001098-19:50981914	-	-	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
AC069277.1::CERS3__3:6490672-15:100402865	AC069277.1::CERS3	3:6490672-15:100402865	+	-	exonic(no-known-CDS)	CDS(truncated)	.	.	HCC-95	FusionCatcher
AC090282.1::CASC8__17:3176791-8:127290060	AC090282.1::CASC8	17:3176791-8:127290060	-	-	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
ALDH3A1::KRT13__17:19739584-17:41505179	ALDH3A1::KRT13	17:19739584-17:41505179	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
ARID4B::NCL__1:235213939-2:231461705	ARID4B::NCL	1:235213939-2:231461705	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
CELSR2::NCL__1:109272942-2:231460747	CELSR2::NCL	1:109272942-2:231460747	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
CHRNB4::ADGRV1__15:78720177-5:90965415	CHRNB4::ADGRV1	15:78720177-5:90965415	-	+	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
CHRNB4::ADGRV1__15:78720177-5:90823425	CHRNB4::ADGRV1	15:78720177-5:90823425	-	+	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
COQ8B::NUMBL__19:40692951-19:40686995	COQ8B::NUMBL	19:40692951-19:40686995	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
DVL3::AP2M1__3:184155796-3:184178857	DVL3::AP2M1	3:184155796-3:184178857	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
EIF1::FTH1__17:41688979-11:61967463	EIF1::FTH1	17:41688979-11:61967463	+	-	UTR	UTR	.	.	HCC-95	FusionCatcher
EP400::NCOR2__12:132062557-12:124402549	EP400::NCOR2	12:132062557-12:124402549	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
GAPDH::ITGB4__12:6537898-17:75757510	GAPDH::ITGB4	12:6537898-17:75757510	+	+	out-of-frame	.	.	.	HCC-95	FusionCatcher
KCTD12::DDX42__13:76886279-17:63774247	KCTD12::DDX42	13:76886279-17:63774247	-	+	UTR	UTR	.	.	HCC-95	FusionCatcher
KRT5::SNRPB__12:52520040-20:2465772	KRT5::SNRPB	12:52520040-20:2465772	-	-	out-of-frame	.	.	.	HCC-95	FusionCatcher
LDLRAD3::AC134878.2__11:35944144-Y:11212802	LDLRAD3::AC134878.2	11:35944144-Y:11212802	+	-	CDS(truncated)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
LINC01572::FGGY__16:72627535-1:59660219	LINC01572::FGGY	16:72627535-1:59660219	-	+	exonic(no-known-CDS)	CDS(truncated)	.	.	HCC-95	FusionCatcher
LINC02236::FARP1__5:6777509-13:98425440	LINC02236::FARP1	5:6777509-13:98425440	+	+	exonic(no-known-CDS)	UTR	.	.	HCC-95	FusionCatcher
LINC02820::MET__12:85318115-7:116724772	LINC02820::MET	12:85318115-7:116724772	+	+	exonic(no-known-CDS)	UTR	.	.	HCC-95	FusionCatcher
LTBR::AC005840.2__12:6391374-12:6394217	LTBR::AC005840.2	12:6391374-12:6394217	+	+	UTR	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
NCOR2::EP400__12:124419957-12:132062540	NCOR2::EP400	12:124419957-12:132062540	-	+	in-frame	.	.	.	HCC-95	FusionCatcher
NFE2L2::MTX2__2:177263403-2:176296860	NFE2L2::MTX2	2:177263403-2:176296860	-	+	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
NIPA2::WDFY3-AS2__15:22845267-4:85002538	NIPA2::WDFY3-AS2	15:22845267-4:85002538	+	+	UTR	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
NIPA2::WDFY3-AS2__15:22838921-4:85002538	NIPA2::WDFY3-AS2	15:22838921-4:85002538	+	+	UTR	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
OS9::NCL__12:57718286-2:231461699	OS9::NCL	12:57718286-2:231461699	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
PHLDA1::CD44__12:76030646-11:35201722	PHLDA1::CD44	12:76030646-11:35201722	-	+	in-frame	.	.	.	HCC-95	FusionCatcher
PLD1::AL354953.1__3:171724696-1:183258722	PLD1::AL354953.1	3:171724696-1:183258722	-	+	CDS(truncated)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
PLPBP::SET__8:37766355-9:128691170	PLPBP::SET	8:37766355-9:128691170	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
PMS2::POLR2J3__7:6002453-7:102567083	PMS2::POLR2J3	7:6002453-7:102567083	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
PMS2::POLR2J3__7:6002453-7:102567083	PMS2::POLR2J3	7:6002453-7:102567083	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
POLR2J3::PMS2__7:102566997-7:6006031	POLR2J3::PMS2	7:102566997-7:6006031	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
PTMA::CLSTN1__2:231711988-1:9730633	PTMA::CLSTN1	2:231711988-1:9730633	+	-	intronic	CDS(truncated)	.	.	HCC-95	FusionCatcher
PTMA::SLC24A1__2:231711980-15:65650756	PTMA::SLC24A1	2:231711980-15:65650756	+	+	out-of-frame	.	.	.	HCC-95	FusionCatcher
RB1::ITM2B__13:48381443-13:48253808	RB1::ITM2B	13:48381443-13:48253808	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
SF1::FTH1__11:64766981-11:61967420	SF1::FTH1	11:64766981-11:61967420	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
SLC24A1::PTMA__15:65650748-2:231711360	SLC24A1::PTMA	15:65650748-2:231711360	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
SLC24A1::PTMA__15:65650751-2:231711909	SLC24A1::PTMA	15:65650751-2:231711909	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
SLC7A5::HSPA8__16:87837871-11:123062399	SLC7A5::HSPA8	16:87837871-11:123062399	-	-	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
TIMM23B::AC022400.4__10:49973513-10:73712833	TIMM23B::AC022400.4	10:49973513-10:73712833	+	-	UTR	intronic	.	.	HCC-95	FusionCatcher
ZFHX3::NCL__16:72967563-2:231460779	ZFHX3::NCL	16:72967563-2:231460779	-	-	intronic	CDS(truncated)	.	.	HCC-95	FusionCatcher
AC002550.1::IQCK__16:19715036-16:19717764	AC002550.1::IQCK	16:19715036-16:19717764	+	+	exonic(no-known-CDS)	UTR	.	.	HCC-95	FusionCatcher
AC002550.1::IQCK__16:19715037-16:19717903	AC002550.1::IQCK	16:19715037-16:19717903	+	+	exonic(no-known-CDS)	UTR	.	.	HCC-95	FusionCatcher
AC005993.1::LINC02562__14:71848736-4:75084703	AC005993.1::LINC02562	14:71848736-4:75084703	+	-	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
AC006064.4::CAV1__12:6537839-7:116559023	AC006064.4::CAV1	12:6537839-7:116559023	-	+	exonic(no-known-CDS)	CDS(truncated)	.	.	HCC-95	FusionCatcher
AC093833.1::AC009236.1__2:45168933-2:45175138	AC093833.1::AC009236.1	2:45168933-2:45175138	+	+	intronic	intronic	.	.	HCC-95	FusionCatcher
ADCY9::LINC02861__16:3974669-16:3948829	ADCY9::LINC02861	16:3974669-16:3948829	-	-	CDS(truncated)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
APLP2::HMGB1__11:130121775-13:30461434	APLP2::HMGB1	11:130121775-13:30461434	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
APLP2::HMGB1__11:130121787-13:30461392	APLP2::HMGB1	11:130121787-13:30461392	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
APLP2::HSP90AA1__11:130121737-14:102084842	APLP2::HSP90AA1	11:130121737-14:102084842	+	-	out-of-frame	.	.	.	HCC-95	FusionCatcher
ARMC10::OSR1__7:103099569-2:19354430	ARMC10::OSR1	7:103099569-2:19354430	+	-	UTR	UTR	.	.	HCC-95	FusionCatcher
B3GNTL1::TBCD__17:83035035-17:82893547	B3GNTL1::TBCD	17:83035035-17:82893547	-	+	in-frame	.	.	.	HCC-95	FusionCatcher
DAB2IP::CAV1__9:121783678-7:116526490	DAB2IP::CAV1	9:121783678-7:116526490	+	+	UTR	UTR	.	.	HCC-95	FusionCatcher
DOCK4::CALN1__7:112206102-7:72106294	DOCK4::CALN1	7:112206102-7:72106294	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
EEF1AKMT3::TSFM__12:57773073-12:57783110	EEF1AKMT3::TSFM	12:57773073-12:57783110	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
EIF2AK4::BANK1__15:39977130-4:101536222	EIF2AK4::BANK1	15:39977130-4:101536222	+	+	UTR	intronic	.	.	HCC-95	FusionCatcher
EIF4B::PTMA__12:53018872-2:231708526	EIF4B::PTMA	12:53018872-2:231708526	+	+	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
FKBP8::HMGB1__19:18541862-13:30461451	FKBP8::HMGB1	19:18541862-13:30461451	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
GFM1::AC080013.1__3:158691648-3:158740389	GFM1::AC080013.1	3:158691648-3:158740389	+	+	UTR	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
GTF3C4::GATD1__9:132690183-11:769586	GTF3C4::GATD1	9:132690183-11:769586	+	-	UTR	UTR	.	.	HCC-95	FusionCatcher
HLF::MLLT6__17:55324817-17:38726372	HLF::MLLT6	17:55324817-17:38726372	+	+	UTR	UTR	.	.	HCC-95	FusionCatcher
HLF::MLLT6__17:55324839-17:38726346	HLF::MLLT6	17:55324839-17:38726346	+	+	UTR	UTR	.	.	HCC-95	FusionCatcher
HMGB1::APLP2__13:30461399-11:130121749	HMGB1::APLP2	13:30461399-11:130121749	-	+	in-frame	.	.	.	HCC-95	FusionCatcher
HMGB1::SET__13:30461411-9:128693998	HMGB1::SET	13:30461411-9:128693998	-	+	in-frame	.	.	.	HCC-95	FusionCatcher
HSP90B1::PTMA__12:103938421-2:231711364	HSP90B1::PTMA	12:103938421-2:231711364	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
HSPB1::KRT14__7:76302958-17:41583619	HSPB1::KRT14	7:76302958-17:41583619	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
KC6::SYT1__18:41632000-12:79047297	KC6::SYT1	18:41632000-12:79047297	-	+	exonic(no-known-CDS)	UTR	.	.	HCC-95	FusionCatcher
KRT13::PKM__17:41505211-15:72199458	KRT13::PKM	17:41505211-15:72199458	-	-	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
KRT5::NAE1__12:52519966-16:66830953	KRT5::NAE1	12:52519966-16:66830953	-	-	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
KRT5::TAGLN2__12:52517107-1:159925476	KRT5::TAGLN2	12:52517107-1:159925476	-	-	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
KRT5::VCP__12:52517154-9:35057519	KRT5::VCP	12:52517154-9:35057519	-	-	out-of-frame	.	.	.	HCC-95	FusionCatcher
LONP1::KRT5__19:5711859-12:52519960	LONP1::KRT5	19:5711859-12:52519960	-	-	out-of-frame	.	.	.	HCC-95	FusionCatcher
MIR205HG::AOPEP__1:209431825-9:95086682	MIR205HG::AOPEP	1:209431825-9:95086682	+	+	exonic(no-known-CDS)	UTR	.	.	HCC-95	FusionCatcher
NAV1::LYST__1:201794577-1:235702977	NAV1::LYST	1:201794577-1:235702977	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
NCL::ANP32A__2:231461655-15:68783015	NCL::ANP32A	2:231461655-15:68783015	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
NFKBIL1::AL645933.3__6:31548439-6:31463123	NFKBIL1::AL645933.3	6:31548439-6:31463123	+	+	CDS(truncated)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
NPM1::AC037479.1__5:171392973-15:99337877	NPM1::AC037479.1	5:171392973-15:99337877	+	+	CDS(truncated)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
NPM1::URI1__5:171392975-19:30009212	NPM1::URI1	5:171392975-19:30009212	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
NRG1::CD44__8:32569068-11:35230221	NRG1::CD44	8:32569068-11:35230221	+	+	intronic	UTR	.	.	HCC-95	FusionCatcher
NRG1::YWHAE__8:32616885-17:1345499	NRG1::YWHAE	8:32616885-17:1345499	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
OSR1::ARMC10__2:19354399-7:103099576	OSR1::ARMC10	2:19354399-7:103099576	-	+	UTR	UTR	.	.	HCC-95	FusionCatcher
PARL::YEATS2__3:183884722-3:183786125	PARL::YEATS2	3:183884722-3:183786125	-	+	in-frame	.	.	.	HCC-95	FusionCatcher
PIGX::PAK2__3:196731092-3:196782626	PIGX::PAK2	3:196731092-3:196782626	+	+	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
PPP2CB::GSR__8:30812320-8:30712088	PPP2CB::GSR	8:30812320-8:30712088	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
PTMA::PELP1__2:231711980-17:4672334	PTMA::PELP1	2:231711980-17:4672334	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
PTMA::PELP1__2:231711977-17:4672172	PTMA::PELP1	2:231711977-17:4672172	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
PTMA::SUPT5H__2:231711984-19:39453449	PTMA::SUPT5H	2:231711984-19:39453449	+	+	intronic	CDS(truncated)	.	.	HCC-95	FusionCatcher
PTMS::KRT5__12:6769974-12:52519035	PTMS::KRT5	12:6769974-12:52519035	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
RAB4A::SRP9__1:229271370-1:225783300	RAB4A::SRP9	1:229271370-1:225783300	+	+	out-of-frame	.	.	.	HCC-95	FusionCatcher
REX1BD::TMEM59L__19:18588900-19:18613872	REX1BD::TMEM59L	19:18588900-19:18613872	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
SCNN1A::TNFRSF1A__12:6348071-12:6334244	SCNN1A::TNFRSF1A	12:6348071-12:6334244	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
SCNN1A::TNFRSF1A__12:6348727-12:6334244	SCNN1A::TNFRSF1A	12:6348727-12:6334244	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
SET::HMGB1__9:128694030-13:30461410	SET::HMGB1	9:128694030-13:30461410	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
SIDT2::TAGLN__11:117195915-11:117203002	SIDT2::TAGLN	11:117195915-11:117203002	+	+	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
SMARCA4::HSP90AB1__19:11007969-6:44252125	SMARCA4::HSP90AB1	19:11007969-6:44252125	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
STAG1::AC096992.1__3:136752195-3:136809034	STAG1::AC096992.1	3:136752195-3:136809034	-	-	UTR	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
SUPT5H::PTMA__19:39453470-2:231711900	SUPT5H::PTMA	19:39453470-2:231711900	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
TAS2R14::AC006518.2__12:10973655-12:10895329	TAS2R14::AC006518.2	12:10973655-12:10895329	-	-	UTR	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
THAP11::ATXN3__16:67842944-14:92071034	THAP11::ATXN3	16:67842944-14:92071034	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
TMED7::TICAM2__5:115616276-5:115581315	TMED7::TICAM2	5:115616276-5:115581315	-	-	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
TPRG1::TP63__3:189310539-3:189864232	TPRG1::TP63	3:189310539-3:189864232	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
URB1::MIS18A__21:32316466-21:32274896	URB1::MIS18A	21:32316466-21:32274896	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
YY1AP1::ASH1L__1:155688659-1:155562295	YY1AP1::ASH1L	1:155688659-1:155562295	-	-	UTR	UTR	.	.	HCC-95	FusionCatcher
YY1AP1::ASH1L__1:155688403-1:155562522	YY1AP1::ASH1L	1:155688403-1:155562522	-	-	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
AC010148.1::XXYLT1__2:234888649-3:195070111	AC010148.1::XXYLT1	2:234888649-3:195070111	-	-	exonic(no-known-CDS)	CDS(truncated)	.	.	HCC-95	FusionCatcher
AC010148.1::XXYLT1__2:234888649-3:195086022	AC010148.1::XXYLT1	2:234888649-3:195086022	-	-	exonic(no-known-CDS)	UTR	.	.	HCC-95	FusionCatcher
AC010168.1::LINC02660__12:14666013-10:3934520	AC010168.1::LINC02660	12:14666013-10:3934520	+	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
AC011997.1::LINC02820__2:197693216-12:85342472	AC011997.1::LINC02820	2:197693216-12:85342472	+	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
AC138207.8::FP236383.3__17:31024426-21:8406184	AC138207.8::FP236383.3	17:31024426-21:8406184	+	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
AC138207.8::FP671120.4__17:31024426-21:8223185	AC138207.8::FP671120.4	17:31024426-21:8223185	+	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
AC234782.2::MTG2__X:103813122-20:62195802	AC234782.2::MTG2	X:103813122-20:62195802	-	+	exonic(no-known-CDS)	CDS(truncated)	.	.	HCC-95	FusionCatcher
ANXA2::HIF1A__15:60394574-14:61744705	ANXA2::HIF1A	15:60394574-14:61744705	-	+	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
ATR::TXNL4A__3:142485140-18:80030577	ATR::TXNL4A	3:142485140-18:80030577	-	-	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
ATXN7::THOC7__3:63913225-3:63839773	ATXN7::THOC7	3:63913225-3:63839773	+	-	in-frame	.	.	.	HCC-95	FusionCatcher
BCAS3::XXYLT1__17:60887211-3:195070111	BCAS3::XXYLT1	17:60887211-3:195070111	+	-	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
BCAS3::XXYLT1__17:60887211-3:195086022	BCAS3::XXYLT1	17:60887211-3:195086022	+	-	UTR	UTR	.	.	HCC-95	FusionCatcher
BCAS3::XXYLT1__17:60887126-3:195070111	BCAS3::XXYLT1	17:60887126-3:195070111	+	-	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
BSG::GZMM__19:572701-19:547280	BSG::GZMM	19:572701-19:547280	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
CANX::TKT__5:179701005-3:53235064	CANX::TKT	5:179701005-3:53235064	+	-	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
CDKN3::AC020651.2__14:54401579-3:101924314	CDKN3::AC020651.2	14:54401579-3:101924314	+	+	CDS(truncated)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
CYB561D2::Z84492.1__3:50352046-3:50366297	CYB561D2::Z84492.1	3:50352046-3:50366297	+	+	CDS(truncated)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
DTNA::ZNF622__18:34558135-5:16463742	DTNA::ZNF622	18:34558135-5:16463742	+	-	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
DUXAP8::AP1G1__22:15785057-16:71750332	DUXAP8::AP1G1	22:15785057-16:71750332	+	-	exonic(no-known-CDS)	CDS(truncated)	.	.	HCC-95	FusionCatcher
FADS2::SLC3A2__11:61840725-11:62882505	FADS2::SLC3A2	11:61840725-11:62882505	+	+	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
FAT3::CHEK1__11:92524948-11:125637449	FAT3::CHEK1	11:92524948-11:125637449	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
FGFBP1::SEL1L3__4:15938251-4:25767830	FGFBP1::SEL1L3	4:15938251-4:25767830	-	-	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
FTH1::ABCC1__11:61967458-16:15949616	FTH1::ABCC1	11:61967458-16:15949616	-	+	UTR	UTR	.	.	HCC-95	FusionCatcher
G3BP1::GNAS__5:151772032-20:58895612	G3BP1::GNAS	5:151772032-20:58895612	+	+	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
GLCE::AL354920.1__15:69160757-9:83712498	GLCE::AL354920.1	15:69160757-9:83712498	+	+	UTR	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
H3-3A::MKI67__1:226062811-10:128119319	H3-3A::MKI67	1:226062811-10:128119319	+	-	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
LCAL1::HMGN3__6:79312368-6:79215022	LCAL1::HMGN3	6:79312368-6:79215022	-	-	exonic(no-known-CDS)	CDS(truncated)	.	.	HCC-95	FusionCatcher
LINC01800::MOB1A__2:64847797-2:74159254	LINC01800::MOB1A	2:64847797-2:74159254	-	-	exonic(no-known-CDS)	CDS(truncated)	.	.	HCC-95	FusionCatcher
LINC01876::ADGRV1__2:156254778-5:90823425	LINC01876::ADGRV1	2:156254778-5:90823425	-	+	exonic(no-known-CDS)	CDS(truncated)	.	.	HCC-95	FusionCatcher
LINC01876::ADGRV1__2:156254778-5:90828944	LINC01876::ADGRV1	2:156254778-5:90828944	-	+	exonic(no-known-CDS)	CDS(truncated)	.	.	HCC-95	FusionCatcher
LINC02163::SMYD3__5:104080124-1:245764149	LINC02163::SMYD3	5:104080124-1:245764149	+	-	exonic(no-known-CDS)	CDS(truncated)	.	.	HCC-95	FusionCatcher
LINC02163::SMYD3__5:104080124-1:245814415	LINC02163::SMYD3	5:104080124-1:245814415	+	-	exonic(no-known-CDS)	UTR	.	.	HCC-95	FusionCatcher
LPCAT3::NRG1__12:7018274-8:32742008	LPCAT3::NRG1	12:7018274-8:32742008	-	+	in-frame	.	.	.	HCC-95	FusionCatcher
LYRM7::CDC42SE2__5:131171038-5:131385543	LYRM7::CDC42SE2	5:131171038-5:131385543	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
MET::XXYLT1__7:116724249-3:195070111	MET::XXYLT1	7:116724249-3:195070111	+	-	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
